date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:06	122112/122112	---MCZ	200	added ('OK')	text/html	etag:W/%2264437fec-1dd00%22	https://gmag.kwst.net/index.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/index.html	(from )
15:38:07	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Apr%202025%2010:08:06%20GMT	https://gmag.kwst.net/robots.txt		(from )
15:38:08	153496/153496	---MCZ	200	added ('OK')	text/css	etag:W/%2261c43360-25798%22	https://gmag.kwst.net/css/plugins.css	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/css/plugins.css	(from https://gmag.kwst.net/index.html)
15:38:08	103591/103591	---MCZ	200	added ('OK')	text/css	etag:W/%2263d502ba-194a7%22	https://gmag.kwst.net/css/style.css	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/css/style.css	(from https://gmag.kwst.net/index.html)
15:38:08	4022/4022	---MCZ	200	added ('OK')	text/css	etag:W/%2261928982-fb6%22	https://gmag.kwst.net/css/color.css	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/css/color.css	(from https://gmag.kwst.net/index.html)
15:38:08	318/318	---M--	200	added ('OK')	image/x-icon	etag:%225f4bb6c6-13e%22	https://gmag.kwst.net/images/favicon.ico	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/favicon.ico	(from https://gmag.kwst.net/index.html)
15:38:08	78036/78036	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba65c-130d4%22	https://gmag.kwst.net/post-single.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/post-single.html	(from https://gmag.kwst.net/index.html)
15:38:09	5331/5331	---M--	200	added ('OK')	image/png	etag:%22614c3620-14d3%22	https://gmag.kwst.net/images/logo.png	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/logo.png	(from https://gmag.kwst.net/index.html)
15:38:10	273869/273869	---M--	200	added ('OK')	image/jpeg	etag:%226162d524-42dcd%22	https://gmag.kwst.net/images/shop/1.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/shop/1.jpg	(from https://gmag.kwst.net/index.html)
15:38:10	175782/175782	---M--	200	added ('OK')	image/jpeg	etag:%226162d776-2aea6%22	https://gmag.kwst.net/images/shop/2.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/shop/2.jpg	(from https://gmag.kwst.net/index.html)
15:38:10	33802/33802	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba628-840a%22	https://gmag.kwst.net/cart.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/cart.html	(from https://gmag.kwst.net/index.html)
15:38:11	32092/32092	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba638-7d5c%22	https://gmag.kwst.net/checkout.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/checkout.html	(from https://gmag.kwst.net/index.html)
15:38:11	118401/118401	---MCZ	200	added ('OK')	text/html	etag:W/%2264438028-1ce81%22	https://gmag.kwst.net/index2.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/index2.html	(from https://gmag.kwst.net/index.html)
15:38:11	121150/121150	---MCZ	200	added ('OK')	text/html	etag:W/%226443804d-1d93e%22	https://gmag.kwst.net/index3.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/index3.html	(from https://gmag.kwst.net/index.html)
15:38:11	67657/67657	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba600-10849%22	https://gmag.kwst.net/blog.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/blog.html	(from https://gmag.kwst.net/index.html)
15:38:12	73547/73547	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba608-11f4b%22	https://gmag.kwst.net/blog2.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/blog2.html	(from https://gmag.kwst.net/index.html)
15:38:12	70533/70533	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba610-11385%22	https://gmag.kwst.net/blog3.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/blog3.html	(from https://gmag.kwst.net/index.html)
15:38:12	65333/65333	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba618-ff35%22	https://gmag.kwst.net/blog4.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/blog4.html	(from https://gmag.kwst.net/index.html)
15:38:12	49383/49383	---MCZ	200	added ('OK')	text/html	etag:W/%2261c42b4d-c0e7%22	https://gmag.kwst.net/blog5.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/blog5.html	(from https://gmag.kwst.net/index.html)
15:38:12	86205/86205	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba662-150bd%22	https://gmag.kwst.net/post-single2.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/post-single2.html	(from https://gmag.kwst.net/index.html)
15:38:13	49714/49714	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba676-c232%22	https://gmag.kwst.net/shop.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/shop.html	(from https://gmag.kwst.net/index.html)
15:38:13	57970/57970	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba66a-e272%22	https://gmag.kwst.net/product-single.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/product-single.html	(from https://gmag.kwst.net/index.html)
15:38:13	28511/28511	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba5ee-6f5f%22	https://gmag.kwst.net/about.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/about.html	(from https://gmag.kwst.net/index.html)
15:38:13	31362/31362	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba640-7a82%22	https://gmag.kwst.net/contacts.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/contacts.html	(from https://gmag.kwst.net/index.html)
15:38:14	69311/69311	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba630-10ebf%22	https://gmag.kwst.net/category.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/category.html	(from https://gmag.kwst.net/index.html)
15:38:14	54229/54229	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba5f8-d3d5%22	https://gmag.kwst.net/author-single.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/author-single.html	(from https://gmag.kwst.net/index.html)
15:38:14	26703/26703	---MCZ	200	added ('OK')	text/html	etag:W/%22619ba5e4-684f%22	https://gmag.kwst.net/404.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/404.html	(from https://gmag.kwst.net/index.html)
15:38:14	6035/6035	---M--	200	added ('OK')	image/jpeg	etag:%225f4ba474-1793%22	https://gmag.kwst.net/images/avatar/4.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/avatar/4.jpg	(from https://gmag.kwst.net/index.html)
15:38:15	3923/3923	---M--	200	added ('OK')	image/jpeg	etag:%225f1c56d8-f53%22	https://gmag.kwst.net/images/avatar/3.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/avatar/3.jpg	(from https://gmag.kwst.net/index.html)
15:38:15	3357/3357	---M--	200	added ('OK')	image/jpeg	etag:%225f1c56d2-d1d%22	https://gmag.kwst.net/images/avatar/2.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/avatar/2.jpg	(from https://gmag.kwst.net/index.html)
15:38:15	2887/2887	---M--	200	added ('OK')	image/jpeg	etag:%225f1c56ce-b47%22	https://gmag.kwst.net/images/avatar/1.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/avatar/1.jpg	(from https://gmag.kwst.net/index.html)
15:38:16	110945/110945	---M--	200	added ('OK')	image/jpeg	etag:%22616551b8-1b161%22	https://gmag.kwst.net/images/all/20.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/20.jpg	(from https://gmag.kwst.net/index.html)
15:38:16	210406/210406	---M--	200	added ('OK')	image/jpeg	etag:%22618e9446-335e6%22	https://gmag.kwst.net/images/all/56.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/56.jpg	(from https://gmag.kwst.net/index.html)
15:38:16	211376/211376	---M--	200	added ('OK')	image/jpeg	etag:%22618e93f6-339b0%22	https://gmag.kwst.net/images/all/55.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/55.jpg	(from https://gmag.kwst.net/index.html)
15:38:17	6424/6424	---MCZ	200	added ('OK')	text/html	etag:W/%22618b988a-1918%22	https://gmag.kwst.net/ajax/category1.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/ajax/category1.html	(from https://gmag.kwst.net/index.html)
15:38:17	3876/3876	---MCZ	200	added ('OK')	text/html	etag:W/%22618b987e-f24%22	https://gmag.kwst.net/ajax/category2.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/ajax/category2.html	(from https://gmag.kwst.net/index.html)
15:38:17	247649/247649	---M--	200	added ('OK')	image/jpeg	etag:%22618e9460-3c761%22	https://gmag.kwst.net/images/all/57.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/57.jpg	(from https://gmag.kwst.net/index.html)
15:38:17	5139/5139	---MCZ	200	added ('OK')	text/html	etag:W/%22618b9870-1413%22	https://gmag.kwst.net/ajax/category3.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/ajax/category3.html	(from https://gmag.kwst.net/index.html)
15:38:17	5116/5116	---MCZ	200	added ('OK')	text/html	etag:W/%22618b9862-13fc%22	https://gmag.kwst.net/ajax/category4.html	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/ajax/category4.html	(from https://gmag.kwst.net/index.html)
15:38:18	42846/42846	---M--	200	added ('OK')	image/gif	etag:%226188e39c-a75e%22	https://gmag.kwst.net/images/loading.gif	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/loading.gif	(from https://gmag.kwst.net/index.html)
15:38:18	139440/139440	---M--	200	added ('OK')	image/jpeg	etag:%2261631e8a-220b0%22	https://gmag.kwst.net/images/all/banner.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/banner.jpg	(from https://gmag.kwst.net/index.html)
15:38:18	132062/132062	---M--	200	added ('OK')	image/jpeg	etag:%2261654d0a-203de%22	https://gmag.kwst.net/images/all/16.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/16.jpg	(from https://gmag.kwst.net/index.html)
15:38:19	197155/197155	---M--	200	added ('OK')	image/jpeg	etag:%22618b8f62-30223%22	https://gmag.kwst.net/images/all/31.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/31.jpg	(from https://gmag.kwst.net/index.html)
15:38:19	173273/173273	---M--	200	added ('OK')	image/jpeg	etag:%22617c16b4-2a4d9%22	https://gmag.kwst.net/images/all/24.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/24.jpg	(from https://gmag.kwst.net/index.html)
15:38:20	233977/233977	---M--	200	added ('OK')	image/jpeg	etag:%22618b97a6-391f9%22	https://gmag.kwst.net/images/all/37.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/37.jpg	(from https://gmag.kwst.net/index.html)
15:38:20	253361/253361	---M--	200	added ('OK')	image/jpeg	etag:%22618b976a-3ddb1%22	https://gmag.kwst.net/images/all/36.jpg	C:/My%20Web%20Sites/BlogWebsite/gmag.kwst.net/images/all/36.jpg	(from https://gmag.kwst.net/index.html)
